2023-05-15,商品ID,商品名稱,商品訪客數,商品頁瀏覽數,跳出商品的不重複訪客,商品頁的跳出率,搜尋點擊,商品按讚數,商品頁訪客數(加入購物車),加入購物車(件數),加入購物車轉換率,買家(全部訂單),數量(全部訂單),銷售額(全部訂單) (TWD),轉換率(全部訂單),買家(可出貨訂單),數量(可出貨訂單),銷售額(可出貨訂單) (TWD),轉換率(可出貨訂單),全部訂單到可出貨訂單的轉換率
2023-05-15,2414931569,Kaempferia rotunda 海南三七 孔雀薑 🥔塊莖販售🥔,3,4,2,66.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,21512377618,Anthurium polyschistum 大麻葉花燭 | 3吋小品植物 | 觀葉植物,34,45,10,29.41%,4,0,3,2,8.82%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,22606810933,御所車虎耳草 斑葉虎耳草,5,6,1,20.00%,3,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,23039673230,Hoya heuschkeliana variegata 斑葉燒賣毬蘭 小巧的懸垂植物 兩盆一組,10,9,6,60.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,9766965220,Dieffenbachia seguine ‘Aurora’ 極光黛粉葉,4,3,3,75.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,3797757216,Elatostema sp 樓梯草,6,5,5,83.33%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,14986266372,Cornukaempferia aurantiflora 黃金孔雀薑 🥔塊莖販售🥔,7,10,2,28.57%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,10197859515,Cissus javana 錦葉葡萄,1,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,12293324592,【植物+燈泡限時優惠】N10° Aditya 全光譜20WLED植物燈泡(白色),10,10,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,13042328770,Dieffenbachia ‘Tiki’ 鐵齒黛粉葉,3,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,16972056278,Philodendron mayoi,13,19,3,23.08%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,19007347558,Philodendron sodiroi 說的容易蔓綠絨,11,16,4,36.36%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,23634703321,新品種竹芋 Stromanthe ‘Magic Star’ 魔星竹芋,4,5,0,0.00%,1,0,1,1,25.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,21263550213,火鶴之王Anthurium veitchii,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,10637713721,Syngonium macrophyllum ‘Frosted Heart’ 霜心合果芋,11,12,6,54.55%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,17783611777,Sansevieria Masoniana Variegata 寶扇錦虎尾蘭(裸根出貨) | 耐陰植物 | 辦公室植物,32,46,13,40.63%,11,3,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,8075730071,Anthurium clarinervium 明脈火鶴/圓葉花燭/明脈花燭(葉片微損傷，下單前可以私訊看植株),12,15,4,33.33%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,19761512908,月光綠鬼虎尾蘭 (裸根寄出) 斑色優選植株😌,29,53,10,34.48%,10,1,3,4,10.34%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,19673701714,椒草sp. 對比強 圓潤 園藝性狀一流的椒草,11,19,2,18.18%,1,0,1,1,9.09%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,21261512176,樓梯草sp  此款臺灣少見特殊😌😌😌,1,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,15731201509,斑葉鈕扣藤 繽紛的小巧植物,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,8183548070,Selenicereus chrysocardium 大鯊魚劍 蕨葉仙人掌| 懸垂植物 | 垂掛植物 | 多肉植物,20,31,7,35.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,23618168135,Cryptanthus 'Elaine' 艾萊恩絨葉小鳳梨,1,1,1,100.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,12214512741,Philodendron ‘Grey silver sword’ 銀劍蔓綠絨,6,6,1,16.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,6950298539,Selaginella picta 黑頂卷柏 🌞植物怕熱怕曬🌞請先了解種植環境是否合適⚠⚠⚠,27,40,8,29.63%,4,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,8683555725,Maranta arundinacea ‘Variegated’斑葉葛鬱金 斑葉竹芋 🥔塊莖販售🥔,19,24,5,26.32%,3,1,1,1,5.26%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,2475158549,Dieffenbachia ‘Reflector’ 花葉黛粉葉,4,4,1,25.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,19830313166,Monstera standleyana ‘Variegated’  斑葉翼葉龜背芋,10,10,1,10.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,2299651790,Pellionia repens 噴煙花,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,2793088672,Dracaena surculosa ‘Variegated’ 斑葉星點木,3,3,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,11085775521,金璽美鐵芋 新的一年讓你發發發888,15,23,1,6.67%,3,0,1,1,6.67%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,2363106796,Murdannia loriformis ‘Bright Star’ 閃耀之星水竹葉,7,8,2,28.57%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
